100;0.0041201114654541016;6.866455078125e-05;2.5033950805664062e-05;1.239776611328125e-05;1.9073486328125e-05;1.430511474609375e-06;3.409385681152344e-05;7.510185241699219e-05
100;0.004180431365966797;6.747245788574219e-05;2.1219253540039062e-05;2.6464462280273438e-05;1.8596649169921875e-05;1.1920928955078125e-06;1.9073486328125e-05;9.34600830078125e-05
100;0.0045659542083740234;6.866455078125e-05;3.838539123535156e-05;5.0067901611328125e-06;1.9073486328125e-05;9.5367431640625e-07;3.170967102050781e-05;7.62939453125e-05
100;0.004166364669799805;6.771087646484375e-05;1.5735626220703125e-05;1.2159347534179688e-05;1.9073486328125e-05;1.6689300537109375e-06;2.574920654296875e-05;7.390975952148438e-05
100;0.004074573516845703;6.747245788574219e-05;1.5497207641601562e-05;2.193450927734375e-05;1.8358230590820312e-05;1.430511474609375e-06;6.9141387939453125e-06;7.367134094238281e-05
100;0.004119873046875;6.747245788574219e-05;1.5735626220703125e-05;5.0067901611328125e-06;1.9073486328125e-05;9.5367431640625e-07;3.504753112792969e-05;7.343292236328125e-05
100;0.004084348678588867;6.699562072753906e-05;7.62939453125e-06;1.1920928955078125e-06;1.9073486328125e-05;1.6689300537109375e-06;1.9550323486328125e-05;7.367134094238281e-05
100;0.004194736480712891;6.699562072753906e-05;4.124641418457031e-05;3.147125244140625e-05;1.8358230590820312e-05;1.1920928955078125e-06;5.7220458984375e-06;8.559226989746094e-05
100;0.004087209701538086;6.723403930664062e-05;3.147125244140625e-05;4.291534423828125e-06;1.8835067749023438e-05;1.1920928955078125e-06;3.075599670410156e-05;7.295608520507812e-05
100;0.0040395259857177734;6.67572021484375e-05;1.52587890625e-05;3.075599670410156e-05;1.8358230590820312e-05;9.5367431640625e-07;2.384185791015625e-05;8.440017700195312e-05
200;0.014555215835571289;0.00013184547424316406;9.059906005859375e-06;1.8835067749023438e-05;3.62396240234375e-05;1.1920928955078125e-06;4.410743713378906e-05;0.00014781951904296875
200;0.014513969421386719;0.0001304149627685547;4.029273986816406e-05;7.3909759521484375e-06;3.600120544433594e-05;9.5367431640625e-07;3.170967102050781e-05;0.00014495849609375
200;0.015040397644042969;0.00013256072998046875;1.8835067749023438e-05;6.628036499023438e-05;3.600120544433594e-05;9.5367431640625e-07;4.5299530029296875e-05;0.00015735626220703125
200;0.015230178833007812;0.00013256072998046875;1.3828277587890625e-05;1.1682510375976562e-05;3.62396240234375e-05;9.5367431640625e-07;6.151199340820312e-05;0.00014495849609375
200;0.015637874603271484;0.00013184547424316406;3.695487976074219e-05;4.6253204345703125e-05;3.62396240234375e-05;9.5367431640625e-07;3.528594970703125e-05;0.0001475811004638672
200;0.014435052871704102;0.0001304149627685547;1.6689300537109375e-05;4.1961669921875e-05;3.600120544433594e-05;9.5367431640625e-07;6.151199340820312e-05;0.00014495849609375
200;0.01466226577758789;0.00013208389282226562;2.09808349609375e-05;3.0040740966796875e-05;3.62396240234375e-05;9.5367431640625e-07;1.8358230590820312e-05;0.00014495849609375
