100;0.0016193389892578125;1.1205673217773438e-05;1.6927719116210938e-05;4.5299530029296875e-06
100;0.0027256011962890625;1.1205673217773438e-05;1.9550323486328125e-05;5.9604644775390625e-06
100;0.0017900466918945312;1.1205673217773438e-05;1.4543533325195312e-05;3.337860107421875e-06
100;0.0018177032470703125;1.0967254638671875e-05;1.5497207641601562e-05;5.0067901611328125e-06
100;0.0017709732055664062;1.1205673217773438e-05;1.3828277587890625e-05;4.0531158447265625e-06
100;0.0017642974853515625;1.1444091796875e-05;1.2159347534179688e-05;4.0531158447265625e-06
100;0.002481222152709961;1.1682510375976562e-05;1.6927719116210938e-05;7.867813110351562e-06
100;0.0017504692077636719;1.1205673217773438e-05;1.71661376953125e-05;4.5299530029296875e-06
100;0.0017740726470947266;1.0967254638671875e-05;1.1205673217773438e-05;4.291534423828125e-06
100;0.0016973018646240234;1.1205673217773438e-05;1.4066696166992188e-05;5.4836273193359375e-06
200;0.0031676292419433594;1.3589859008789062e-05;1.5020370483398438e-05;5.245208740234375e-06
200;0.0031180381774902344;1.4066696166992188e-05;1.7642974853515625e-05;4.76837158203125e-06
200;0.003374338150024414;1.4066696166992188e-05;1.0967254638671875e-05;4.0531158447265625e-06
200;0.0032956600189208984;1.4066696166992188e-05;1.5497207641601562e-05;4.291534423828125e-06
200;0.0031061172485351562;3.910064697265625e-05;1.5974044799804688e-05;4.0531158447265625e-06
200;0.003108501434326172;1.3828277587890625e-05;1.6689300537109375e-05;6.67572021484375e-06
200;0.00308990478515625;1.3828277587890625e-05;1.7881393432617188e-05;5.4836273193359375e-06
200;0.0031218528747558594;1.3828277587890625e-05;1.5735626220703125e-05;6.4373016357421875e-06
200;0.003084897994995117;1.3589859008789062e-05;1.4543533325195312e-05;6.198883056640625e-06
200;0.0031042098999023438;1.3828277587890625e-05;1.4543533325195312e-05;5.0067901611328125e-06
300;0.004665374755859375;9.5367431640625e-06;2.0265579223632812e-05;5.9604644775390625e-06
300;0.004589557647705078;9.5367431640625e-06;3.123283386230469e-05;6.67572021484375e-06
300;0.004620075225830078;9.5367431640625e-06;1.9788742065429688e-05;5.0067901611328125e-06
300;0.004641056060791016;9.5367431640625e-06;2.1696090698242188e-05;6.67572021484375e-06
300;0.004636049270629883;9.298324584960938e-06;1.8358230590820312e-05;6.67572021484375e-06
300;0.004586458206176758;9.298324584960938e-06;1.5497207641601562e-05;3.5762786865234375e-06
300;0.004597902297973633;9.298324584960938e-06;1.4066696166992188e-05;7.152557373046875e-06
300;0.00456690788269043;9.298324584960938e-06;1.5974044799804688e-05;5.245208740234375e-06
300;0.004601240158081055;9.298324584960938e-06;1.811981201171875e-05;6.4373016357421875e-06
300;0.004615068435668945;9.298324584960938e-06;1.71661376953125e-05;3.5762786865234375e-06
400;0.007593870162963867;9.5367431640625e-06;1.9311904907226562e-05;4.291534423828125e-06
400;0.007512092590332031;9.5367431640625e-06;1.71661376953125e-05;6.67572021484375e-06
400;0.006773948669433594;1.0967254638671875e-05;1.7881393432617188e-05;6.4373016357421875e-06
400;0.006894588470458984;1.049041748046875e-05;1.811981201171875e-05;6.67572021484375e-06
400;0.006280183792114258;9.298324584960938e-06;1.9550323486328125e-05;6.4373016357421875e-06
400;0.006750822067260742;9.298324584960938e-06;1.9550323486328125e-05;6.9141387939453125e-06
